"会社名","カテゴリー","電話番号","住所","webサイト"
"吉本歯科医院","歯科"," 0742-35-1333","奈良県奈良市大宮町５丁目２７８－１",
"西川歯科医院","歯科、小児歯科"," 0744-32-2054","奈良県磯城郡田原本町田原本６７４",
"かず歯科口腔外科クリニック","歯科、歯科口腔外科"," 0742-52-8211","奈良県奈良市石木町５０－３",
"岩永歯科医院","歯科"," 0743-54-6788","奈良県大和郡山市高田町２－１",
"センザキ歯科医院","歯科"," 0742-62-6480","奈良県奈良市東九条町８１３－８",
"ミヤモト歯科医院","歯科"," 0745-52-8185","奈良県大和高田市曽大根２丁目３－２０",
"辻之内歯科医院","歯科、小児歯科"," 0744-23-1400","奈良県橿原市葛本町３６５－７",
"石口歯科医院","歯科、小児歯科"," 0745-65-1234","奈良県御所市大字元町３３９－１",
"堀川歯科医院","歯科"," 0743-65-3800","奈良県天理市櫟本町２４３４",
"西川歯科医院","歯科"," 0744-22-2222","奈良県橿原市今井町１丁目４－３６",
"医療法人うおずみ歯科診療所天理","歯科"," 0743-65-3251","奈良県天理市中之庄町５１０－２",
"おおかわ歯科","歯科"," 0747-54-2233","奈良県吉野郡大淀町大字桧垣本１２５－９０",
"霜田歯科医院","歯科"," 0743-76-8801","奈良県生駒市小瀬町４６９－３",
"花岡歯科橿原ニュータウン診療所","歯科、歯科口腔外科、小児歯科"," 0744-28-0041","奈良県橿原市白橿町２丁目２７－８",
"西川歯科医院","歯科、小児歯科"," 0742-45-3375","奈良県奈良市六条緑町３丁目８－３９",
"菊山歯科医院","歯科"," 0745-95-2255","奈良県宇陀郡御杖村大字神末３８８１",
"木原歯科医院","歯科"," 0743-79-0381","奈良県生駒市あすか野南２丁目１－９",
"中村歯科医院","歯科"," 0744-45-0118","奈良県桜井市大字桜井５３０－３",
"つじもと歯科医院","歯科、歯科口腔外科、小児歯科"," 0743-85-6525","奈良県天理市田部町５３６",
"吉田歯科","歯科"," 0745-71-8241","奈良県香芝市西真美２丁目３－２８",
"やぐら歯科内科","矯正歯科、歯科、小児歯科"," 0742-71-3305","奈良県奈良市朱雀３丁目３－６",
"野口歯科医院","矯正歯科、歯科、小児歯科"," 0745-62-5477","奈良県御所市栄町９１－１１",
"島田歯科医院","歯科"," 0744-52-2204","奈良県高市郡高取町大字観覚寺９２０",
"岸本歯科医院","歯科"," 0745-62-1180","奈良県御所市６９７－１",
"藤原歯科","歯科"," 0743-55-0558","奈良県大和郡山市南郡山町６４５－１６",
"岡西歯科医院","歯科"," 0742-36-8041","奈良県奈良市三条本町８－１",
"すけの歯科","歯科"," 0743-75-7800","奈良県生駒市辻町７５１－１－４０２",
"斉藤歯科クリニック","歯科"," 0745-23-3600","奈良県大和高田市大字大中９５－１",
"北村歯科医院","矯正歯科、歯科、小児歯科"," 0747-52-6766","奈良県吉野郡下市町大字下市４７９－１",
"川上村立歯科診療所","歯科"," 0746-53-2088","奈良県吉野郡川上村大字大滝３０",
"浪崎歯科","歯科"," 0744-27-5151","奈良県橿原市久米町５６７",
"ならまちＶキッズ","歯科、小児歯科"," 0742-93-5363","奈良県奈良市北風呂町３７－１",
"クローバー小児歯科","小児歯科"," 0742-45-9608","奈良県奈良市富雄川西２丁目８－１２",
"上田歯科医院","歯科、小児歯科"," 0743-62-3352","奈良県天理市田井庄町６６６",
"辻阪歯科医院","歯科"," 0745-53-2240","奈良県大和高田市礒野南町４－３２",
"うえなか歯科クリニック","歯科、小児歯科"," 0742-48-1118","奈良県奈良市学園北２丁目１－８",
"さくら歯科医院","歯科"," 0745-32-7860","奈良県生駒郡三郷町勢野北１丁目２－２０",
"よしかわ歯科","歯科"," 0743-52-1900","奈良県大和郡山市高田町５０９",
"福西歯科医院","歯科"," 0744-28-2636","奈良県橿原市菖蒲町４丁目２－１８",
"ふくなが歯科","歯科"," 0745-48-8070","奈良県葛城市竹内２８７－１",
"すみだ歯科","歯科"," 0743-76-8013","奈良県生駒市萩の台３丁目２－７",
"うめだ歯科","歯科"," 0745-69-3600","奈良県葛城市疋田２０４－９",
"橋本歯科医院","歯科"," 0742-34-7418","奈良県奈良市大宮町６丁目３－２１",
"みわ歯科医院","歯科"," 0745-48-0008","奈良県葛城市八川１５２－７",
"山内歯科医院","歯科"," 0743-75-8858","奈良県生駒市元町１丁目３－２７",
"西塔歯科医院","歯科"," 0742-23-2200","奈良県奈良市北風呂町３７－１",
"松塚歯科医院","歯科"," 0745-82-8841","奈良県宇陀市榛原ひのき坂３丁目６－１３",
"岩間歯科","歯科"," 0745-32-1301","奈良県北葛城郡王寺町王寺２丁目７－２３",
"山本歯科医院","歯科"," 0743-75-3151","奈良県生駒市元町１丁目１３－１－４０９",
"下村歯科医院","歯科"," 0745-76-2202","奈良県香芝市磯壁３丁目２－７",
"野阪歯科医院","矯正歯科、歯科、小児歯科"," 0745-62-2001","奈良県御所市本町１３７９",
"辻口歯科医院","歯科、小児歯科"," 0745-78-1235","奈良県香芝市磯壁３丁目８２－１",
"柳川歯科医院","歯科、小児歯科"," 0745-72-0118","奈良県北葛城郡上牧町桜ケ丘２丁目７－１０",
"上田歯科医院","歯科"," 0744-32-6681","奈良県磯城郡田原本町戎通２丁目１９５－３",
"正司歯科医院","歯科"," 0745-62-3478","奈良県御所市大字南十三１２０－５",
"やまじ歯科医院","歯科"," 0745-78-6227","奈良県香芝市逢坂１丁目４７７",
"あや歯科医院","歯科"," 0745-72-8400","奈良県北葛城郡王寺町久度２丁目１３－４",
"おかもと歯科医院","歯科"," 0744-33-8480","奈良県磯城郡田原本町大字八尾５５５－５",
"森口歯科医院","歯科"," 0746-32-2568","奈良県吉野郡吉野町大字上市２３４５",
"みずの歯科","歯科"," 0742-33-8620","奈良県奈良市三条桧町２７－１８",
"浦﨑歯科医院","矯正歯科、歯科"," 0743-62-0635","奈良県天理市杉本町２９０－４",
"こうち歯科診療所","歯科"," 0743-53-0648","奈良県大和郡山市山田町１５－１",
"泉谷歯科医院","矯正歯科、歯科、小児歯科"," 0742-36-5755","奈良県奈良市西大寺栄町３－２７",
"長澤歯科医院","歯科、小児歯科"," 0745-78-9789","奈良県香芝市旭ケ丘２丁目８－２",
"仲歯科医院","歯科"," 0744-23-6488","奈良県橿原市新口町５１２",
"本間歯科","歯科"," 0745-55-5858","奈良県北葛城郡広陵町馬見中１丁目３－４",
"佐野歯科医院","歯科、歯科口腔外科"," 0743-74-4618","奈良県生駒市中菜畑１丁目１１７０－４",
"下西歯科医院","歯科"," 0746-64-0154","奈良県吉野郡十津川村大字平谷４６７－８",
"吉良歯科医院","歯科"," 0745-32-2233","奈良県生駒郡三郷町東信貴ケ丘１丁目９－１９",
"かしわぎ歯科医院","歯科"," 0745-83-0018","奈良県宇陀市大宇陀西山４１２－４",
"伊熊歯科医院","歯科"," 0742-47-0625","奈良県奈良市宝来１丁目６－８－１０１",
"吉村歯科","歯科"," 0745-32-2933","奈良県北葛城郡王寺町元町１丁目１－１１",
"胡内歯科","歯科、小児歯科"," 0743-56-6555","奈良県大和郡山市杉町２６８",
"大安寺あかり歯科クリニック","歯科"," 0742-61-1000","奈良県奈良市大安寺３丁目９－１１－１Ｆ",
"辻歯科クリニック","歯科"," 0744-52-1022","奈良県高市郡高取町大字清水谷３１１－１",
"林歯科医院鍋屋診療所","歯科"," 0742-22-3192","奈良県奈良市鍋屋町８",
"西川歯科医院","矯正歯科、歯科、小児歯科"," 0744-46-3333","奈良県桜井市大字戒重３０６－８",
"せいじ歯科医院","歯科、歯科口腔外科、小児歯科"," 0744-28-5817","奈良県橿原市西池尻町３４０－３",
"浦上歯科医院","歯科"," 0743-53-6050","奈良県大和郡山市九条町３０５－１",
"鎌田医院／賀名生診療所","医院・診療所、歯科、内科"," 0747-32-0525","奈良県五條市西吉野町屋那瀬１３",
"槌谷歯科医院","矯正歯科、歯科"," 0743-52-2885","奈良県大和郡山市美濃庄町２９５－１",
"あおき歯科クリニック","歯科、小児歯科"," 0744-28-4618","奈良県橿原市東坊城町４１６－５",
"医療法人和光会／天理駅前歯科診療所","歯科"," 0743-62-0964","奈良県天理市川原城町８４１",
"永長歯科診療所","歯科"," 0745-67-2255","奈良県御所市大字戸毛４７－１",
"中原歯科医院","歯科"," 0745-22-7881","奈良県大和高田市大字池田９０－３",
"中平矯正歯科クリニック","矯正歯科"," 0745-70-5182","奈良県香芝市瓦口４６－１",
"鎌田医院／賀名生診療所／予約受付","医院・診療所、歯科、内科"," 0747-32-0526","奈良県五條市西吉野町屋那瀬１３",
"北村歯科医院","歯科"," 0745-23-3728","奈良県大和高田市内本町７－３２",
"かわたに歯科医院","歯科"," 0745-48-6478","奈良県葛城市勝根２５３－１",
"ひらた歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0745-22-8228","奈良県大和高田市大字高田１４５４－１",
"山口歯科医院","歯科"," 0745-78-3335","奈良県北葛城郡上牧町米山台２丁目２－６",
"近藤歯科医院","歯科"," 0744-43-7188","奈良県桜井市大字粟殿４５３－３",
"ハート歯科クリニック","歯科、小児歯科"," 0742-71-4648","奈良県奈良市朱雀３丁目１４－１",
"かがわ歯科医院","歯科"," 0743-53-0908","奈良県大和郡山市矢田山町６１－９",
"新ノ口たなか歯科","歯科"," 0744-24-3339","奈良県橿原市新口町１５７－５",
"田村歯科医院","歯科、歯科口腔外科"," 0745-55-8020","奈良県北葛城郡広陵町大字三吉３０６－８",
"ほりうち歯科","歯科"," 0745-45-6474","奈良県生駒郡平群町西宮２丁目６－２１－１０３",
"平野歯科医院","歯科"," 0742-48-7844","奈良県奈良市中山町西４丁目４５６－１－１０２",
"新名ファミリー歯科","歯科"," 0745-77-5708","奈良県香芝市上中２０１５",
"宮川歯科医院","歯科"," 0744-32-2518","奈良県磯城郡田原本町大字宮森２９２",
"榎本歯科医院","歯科"," 0747-52-2115","奈良県吉野郡下市町大字下市３５－１３",
"黒滝村歯科診療所","歯科"," 0747-62-2621","奈良県吉野郡黒滝村大字寺戸１９６",
"郡山歯科診療所","歯科"," 0743-54-5000","奈良県大和郡山市朝日町１－３",
"速水歯科","歯科"," 0743-75-1537","奈良県生駒市辻町３９９－５０",
"つねまつ歯科クリニック","歯科、小児歯科"," 0745-69-6300","奈良県葛城市疋田４４－１",
"学園前歯科","歯科"," 0742-45-8600","奈良県奈良市学園北１丁目１１－３",
"壁谷歯科医院","歯科、歯科口腔外科、小児歯科"," 0742-23-1616","奈良県奈良市杉ヶ町３２－２",
"なぐら歯科クリニック","歯科、小児歯科"," 0743-63-7838","奈良県天理市三島町１５４－７",
"稲田歯科医院","矯正歯科、歯科"," 0743-52-7777","奈良県大和郡山市柳町７２－１",
"もりおか歯科","歯科、歯科口腔外科、小児歯科"," 0743-51-2011","奈良県大和郡山市柳町１２８－９",
"花岡歯科医院","歯科"," 0745-62-2688","奈良県御所市１６９－１",
"下岡歯科","歯科"," 0744-42-6000","奈良県桜井市大字忍阪４５－１",
"かつらぎ歯科医院","歯科"," 0745-71-8288","奈良県北葛城郡上牧町葛城台１丁目２－３",
"船田歯科医院","歯科、歯科口腔外科、小児歯科"," 0745-75-7011","奈良県生駒郡斑鳩町興留９丁目４－２",
"岡本歯科","歯科"," 0745-76-3000","奈良県香芝市関屋５６０－２",
"杉政歯科医院","歯科、小児歯科"," 0742-45-0351","奈良県奈良市あやめ池南６丁目１－５",
"髙橋歯科医院","歯科"," 0745-63-0900","奈良県御所市１１７９",
"なかにし歯科医院","歯科、小児歯科"," 0745-74-3338","奈良県生駒郡斑鳩町法隆寺２丁目９－２",
"安井歯科医院","矯正歯科、歯科"," 0744-33-5252","奈良県磯城郡田原本町大字秦庄４２６－１",
"藤本歯科医院","歯科"," 0745-82-0373","奈良県宇陀市榛原榛見が丘１丁目１２－１０",
"あづみ歯科医院","歯科"," 0747-25-0887","奈良県五條市田園５丁目４１－１",
"ささき歯科医院","歯科"," 0745-65-2612","奈良県御所市寺内町１４５４",
"肥田歯科医院","歯科"," 0742-71-3873","奈良県奈良市右京３丁目２５－１１",
"おくやま歯科医院","歯科"," 0745-51-8211","奈良県香芝市逢坂５丁目３１４－１",
"ふるた歯科医院","矯正歯科、歯科"," 0745-23-5030","奈良県大和高田市礒野北町１２－１７",
"植田歯科医院","歯科、小児歯科"," 0747-23-1281","奈良県五條市今井４丁目４－４３",
"更谷歯科クリニック","歯科"," 0742-47-3377","奈良県奈良市西大寺芝町２丁目１０－１７",
"ミナミジマ歯科医院","矯正歯科、歯科、小児歯科"," 0745-78-1557","奈良県香芝市穴虫１０５６－１",
"今岡歯科柳生診療所","歯科"," 0742-94-0218","奈良県奈良市柳生町８２－５",
"神楽安田歯科医院","歯科"," 0745-52-8148","奈良県大和高田市大字神楽２７３－２",
"高木歯科医院","歯科"," 0742-33-7854","奈良県奈良市西大寺本町６－１",
"吉川歯科医院","歯科"," 0744-54-3755","奈良県高市郡明日香村大字越２３－１",
"木平歯科医院","歯科"," 0742-26-6670","奈良県奈良市東向北町３",
"ウエダ歯科","歯科、小児歯科"," 0745-22-8241","奈良県大和高田市片塩町６－１０",
"吉田歯科医院","歯科"," 0744-22-4184","奈良県橿原市東坊城町５２６",
"羽山歯科医院","歯科"," 0745-23-1526","奈良県大和高田市大字奥田１８－１",
"ひさし歯科医院","歯科、小児歯科"," 0743-65-0127","奈良県天理市櫟本町１０８６－１",
"片岡歯科診療所","歯科、小児歯科"," 0745-71-1681","奈良県北葛城郡上牧町服部台５丁目１－９",
"かわにし歯科医院","歯科"," 0742-52-8841","奈良県奈良市富雄北１丁目１２－４",
"田中歯科医院","歯科"," 0743-62-0806","奈良県天理市丹波市町３３４－１",
"越智歯科","歯科、小児歯科"," 0743-56-8241","奈良県大和郡山市発志院町１８３－１",
"岡村歯科医院","歯科"," 0744-42-6336","奈良県桜井市大字三輪３５４－３１",
"中谷矯正歯科","矯正歯科、歯科"," 0743-74-5085","奈良県生駒市山崎町４－５",
"サン歯科医院","矯正歯科、歯科、小児歯科"," 0745-71-2020","奈良県香芝市瓦口２２２８",
"大江歯科診療所","歯科、小児歯科"," 0743-52-2149","奈良県大和郡山市矢田町通８",
"明崎歯科医院","歯科"," 0742-26-2402","奈良県奈良市高畑町１０７３",
"柴村歯科医院","歯科"," 0743-52-2496","奈良県大和郡山市下三橋町４００－１０１",
"岡澤歯科医院","歯科"," 0745-43-1011","奈良県磯城郡川西町大字結崎７４７－８",
"福地歯科医院","歯科"," 0743-62-6077","奈良県天理市杣之内町４６８－１",
"藤本歯科医院","歯科"," 0744-23-5301","奈良県橿原市地黄町３３４－１２",
"タケウチデンタルクリニック","歯科"," 0744-28-5322","奈良県橿原市久米町５７１－２",
"東條歯科医院","歯科"," 0745-76-3330","奈良県香芝市瓦口１１－６",
"堀口歯科","歯科"," 0744-33-3380","奈良県磯城郡田原本町田原本１２５－３",
"民上歯科","歯科"," 0745-55-1324","奈良県北葛城郡広陵町大字疋相１２１－１０",
"吉岡歯科","歯科"," 0744-24-8650","奈良県橿原市雲梯町２４５－６",
"森田歯科医院","歯科"," 0745-52-3376","奈良県大和高田市神楽３丁目２－３８",
"たなか歯科","歯科"," 0744-24-3339","奈良県橿原市新口町１５７－５",
"田村歯科クリニック","歯科、歯科口腔外科、小児歯科"," 0745-70-0118","奈良県生駒郡斑鳩町興留５丁目１－３０－１０４",
"森歯科医院","歯科"," 0743-52-8241","奈良県大和郡山市城南町４－１６",
"柴田歯科医院","矯正歯科、歯科、小児歯科"," 0742-22-3447","奈良県奈良市高畑町８３４",
"上田歯科医院","歯科"," 0745-62-6474","奈良県御所市大字櫛羅９７－４",
"よしおか歯科医院","歯科、歯科口腔外科、小児歯科"," 0745-54-3711","奈良県北葛城郡広陵町馬見中２丁目１６－３５",
"森井歯科医院","矯正歯科、歯科、小児歯科"," 0745-23-0118","奈良県大和高田市北片塩町４－２０",
"原田歯科医院","歯科"," 0745-65-1350","奈良県葛城市忍海４３７－２３",
"きむら歯科","歯科、小児歯科"," 0743-71-1184","奈良県生駒市真弓４丁目４－５",
"熨斗歯科医院","歯科"," 0745-48-8241","奈良県葛城市八川８１－２",
"もりもと歯科医院","歯科"," 0742-61-3048","奈良県奈良市南京終町２丁目１２０１－１５",
"上谷歯科医院","歯科、歯科口腔外科、小児歯科"," 0747-22-8241","奈良県五條市野原西２丁目９－３４",
"加藤歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0747-25-3163","奈良県五條市野原西１丁目６－２",
"下村歯科医院","歯科"," 0744-43-0418","奈良県桜井市大字桜井２０３－２",
"平井歯科医院","歯科"," 0747-22-2107","奈良県五條市五條１丁目７－５",
"柳原歯科医院","歯科"," 0745-72-8800","奈良県北葛城郡上牧町桜ケ丘３丁目３５－１０",
"西峠歯科","歯科、歯科口腔外科、小児歯科"," 0742-81-4618","奈良県奈良市大宮町２丁目８－８",
"ルナ歯科クリニック","歯科"," 0745-79-1181","奈良県香芝市上中７８８－１",
"ルナ歯科クリニック","歯科"," 0745-79-1182","奈良県香芝市上中７８８－１",
"よしだ歯科医院","歯科、歯科口腔外科、小児歯科"," 0744-52-4618","奈良県高市郡高取町大字市尾９５３",
"ふじもと歯科矯正歯科","矯正歯科、歯科"," 0745-53-5560","奈良県大和高田市大字大谷７５８",
"福岡歯科・矯正歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0742-95-9960","奈良県奈良市西大寺東町２丁目１－６３－３Ｆ",
"富雄すずき歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0742-53-0418","奈良県奈良市鳥見町１丁目９－６",
"たての歯科","歯科"," 0742-43-2324","奈良県奈良市六条１丁目３６－２８",
"奈良市立休日歯科応急診療所","歯科"," 0742-33-4182","奈良県奈良市柏木町５１９－２８",
"末瀬歯科医院","歯科"," 0743-74-6886","奈良県生駒市俵口町９５－２",
"吉村歯科医院","歯科"," 0745-74-4107","奈良県生駒郡斑鳩町興留７丁目６－１３",
"西内歯科医院","歯科"," 0744-28-1890","奈良県橿原市石川町４４０－６",
"仲川歯科クリニック","歯科","(F兼) 0744-23-6474","奈良県橿原市中曽司町１５０－２－１０１",
"きたむら歯科クリニック","矯正歯科、歯科、小児歯科","(F兼) 0743-55-7776","奈良県大和郡山市小泉町５４１－２",
"サクラデンタルクリニック","歯科、小児歯科","(F兼) 0744-28-5515","奈良県橿原市白橿町１丁目３－７",
"長谷川歯科","歯科","(F兼) 0745-55-3222","奈良県北葛城郡広陵町大字南郷６５７",
"柳原歯科医院","矯正歯科、歯科、小児歯科","(F兼) 0745-77-1124","奈良県香芝市上中８３３－３",
"奈良近鉄タクシー株式会社／配車センター奈良市・生駒市","観光タクシー、タクシー"," 0742-61-5501","奈良県奈良市大安寺１丁目３－３","http://www.narakintaxi.co.jp/"
"カイナラタクシー／配車受付","観光タクシー、タクシー、ハイヤー"," 0120-227001","奈良県奈良市肘塚町８－８",
"カイナラタクシー／配車受付","観光タクシー、タクシー、ハイヤー","(代) 0742-22-7171","奈良県奈良市肘塚町８－８",
"服部タクシー株式会社／無線配車受付","観光タクシー、タクシー、ハイヤー"," 0120-225521","奈良県奈良市北之庄町７２３－１１",
"奈良近鉄タクシー株式会社配車センター奈良市・生駒市","タクシー"," 0120-123558","奈良県奈良市大安寺１丁目３－３",
"有限会社小松運輸／配車センター","運送、産業廃棄物収集運搬業"," 0745-63-3900","奈良県御所市大字小林３００－１",
"高の原駅前なかお歯科医院","歯科、歯科口腔外科、小児歯科","(F専) 0742-72-4184","奈良県奈良市朱雀３丁目１１－７－１０３",
"野迫川村立国民健康保険診療所","医院・診療所、外科、歯科、小児科、整形外科、精神科、内科、放射線科","(F専) 0747-37-2201","奈良県吉野郡野迫川村大字中３５５",
"田北病院","病院・療養所、外科、歯科口腔外科、人工透析内科、整形外科、内科、人間ドック、脳神経外科、脳ドック、泌尿器科、放射線科、リハビリテーション科","(F専) 0743-54-0118","奈良県大和郡山市城南町２－１３",
"のぐち矯正歯科クリニック","矯正歯科","(F専) 0743-51-1177","奈良県大和郡山市南郡山町５２０－１８",
"近畿大学奈良病院","総合病院、アレルギー科、眼科、形成外科、外科、呼吸器内科、産科、産婦人科、歯科、歯科口腔外科、耳鼻咽喉科、循環器内科、消化器外科、消化器内科、小児科、小児外科、心臓血管外科、整形外科、内科、脳神経外科、泌尿器科、皮膚科、美容外科、放射線科、リウマチ科、リハビリテーション、リハビリテーション科","(F専) 0743-77-0890","奈良県生駒市乙田町１２４８－１","https://www.med.kindai.ac.jp/nara/"
"吉井歯科医院","歯科","(F専) 0744-22-6333","奈良県橿原市八木町３丁目２－１１",
"あおのスマイル歯科","矯正歯科、歯科、歯科口腔外科、小児歯科","(F専) 0745-55-8890","奈良県北葛城郡広陵町馬見中２丁目１５－３２",
"高塚台ひろき歯科","歯科","(F専) 0745-33-7419","奈良県北葛城郡河合町高塚台２丁目３９－１６",
"まつた歯科クリニック","歯科","(F専) 0747-22-6789","奈良県五條市住川町１５３－３",
"阪上歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科","(F専) 0744-27-8396","奈良県橿原市見瀬町２６－２",
"ウエダデンタルクリニック","矯正歯科、歯科、歯科口腔外科、小児歯科","(F専) 0745-72-1184","奈良県北葛城郡王寺町久度２丁目３－１－３０１",
"あすか歯科医院","歯科","(F専) 0744-48-0767","奈良県橿原市見瀬町５９７－６－１Ｆ",
"学園前山田兄弟歯科","矯正歯科、歯科、歯科口腔外科、小児歯科","(F専) 0742-52-2877","奈良県奈良市学園北１丁目１－１",
"池元歯科医院","歯科、小児歯科","(F専) 0742-51-4120","奈良県奈良市中登美ヶ丘３丁目５",
"医療法人おかだ歯科医院","矯正歯科、歯科、小児歯科","(F専) 0742-48-6667","奈良県奈良市登美ヶ丘１丁目２－９",
"いちろう歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科","(F専) 0742-63-4619","奈良県奈良市西九条町３丁目４－１３",
"医療法人冨森会冨森歯科医院","矯正歯科、歯科、小児歯科","(F専) 0742-22-3240","奈良県奈良市押上町２０－２",
"久保田歯科","歯科","(F専) 0743-74-9053","奈良県生駒市東生駒１丁目６１－２",
"今元歯科","歯科、歯科口腔外科、小児歯科","(F専) 0747-52-6665","奈良県吉野郡大淀町大字下渕１９５－１",
"万葉クリニック","歯科、心療内科、精神科、内科、皮膚科","(F専) 0744-26-2277","奈良県橿原市五井町２４７",
"忠歯科医院","歯科","(F専) 0743-76-8051","奈良県生駒市壱分町８３－４８",
"下辻歯科医院","歯科、小児歯科","(F専) 0745-52-4511","奈良県大和高田市大字根成柿３２３",
"クローバー小児歯科","小児歯科","(F専) 0742-45-9606","奈良県奈良市富雄川西２丁目８－１２",
"エスエイ歯科医院橿原アルル店","矯正歯科、歯科、歯科口腔外科、小児歯科","(F専) 0744-21-2210","奈良県橿原市曲川町７丁目２０－１－２１５",
"稲田歯科","歯科、歯科口腔外科、小児歯科","(F専) 0742-23-6611","奈良県奈良市高畑町１４８６",
"岡村歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科","(F専) 0742-81-3236","奈良県奈良市富雄元町１丁目１２－７",
"しんみょう歯科クリニック","歯科、歯科口腔外科、小児歯科","(F専) 0745-55-6360","奈良県北葛城郡広陵町大字安部２３６－１－２",
"ひらた歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科","(F専) 0745-22-8250","奈良県大和高田市大字高田１４５４－１",
"うえむら歯科医院","歯科","(F専) 0747-52-2465","奈良県吉野郡大淀町大字桧垣本１６７７－１",
"鎌田医院／賀名生診療所","医院・診療所、歯科、内科","(F専) 0747-32-0528","奈良県五條市西吉野町屋那瀬１３",
"いのうえこどもファミリー歯科","矯正歯科、歯科、小児歯科","(F専) 0742-81-4172","奈良県奈良市二名３丁目１０４６－１",
"野口歯科医院","矯正歯科、歯科、小児歯科","(F専) 0745-62-7677","奈良県御所市栄町９１－１１",
"正司歯科医院","歯科","(F専) 0745-62-0118","奈良県御所市大字南十三１２０－５",
"奈良やすらぎ歯科","矯正歯科、歯科、歯科口腔外科、小児歯科","(F専) 0742-20-1100","奈良県奈良市法蓮町１０８０－１",
"福岡歯科・矯正歯科","矯正歯科、歯科、歯科口腔外科、小児歯科","(F専) 0742-95-9639","奈良県奈良市西大寺東町２丁目１－６３－３Ｆ",
"岸本歯科医院","歯科","(F専) 0745-43-5575","奈良県御所市６９７－１",
"有限会社小松運輸／配車センター","運送","(F専) 0745-63-3901","奈良県御所市大字小林３００－１",
