"会社名","カテゴリー","電話番号","住所","webサイト"
"おおくぼ歯科医院","歯科、歯科口腔外科、小児歯科"," 072-681-6488","大阪府高槻市芥川町３丁目１２－３８","https://okubodc-takatsuki.ci-hp.jp/"
"たいしょう生協診療所歯科","矯正歯科、歯科、小児歯科"," 06-6554-8841","大阪府大阪市大正区千島１丁目２０－１２",""
"賀来歯科医院","歯科"," 06-6231-2319","大阪府大阪市中央区淡路町２丁目１－１",""
"山口歯科医院","歯科"," 06-6931-9427","大阪府大阪市城東区古市３丁目８－７－１０４",""
"久世歯科医院","歯科、歯科口腔外科、小児歯科"," 06-6385-0064","大阪府吹田市千里山東２丁目２８－５",""
"上田歯科クリニック","矯正歯科、歯科、小児歯科"," 06-6930-4182","大阪府大阪市城東区古市１丁目２３－２３",""
"茨木市保健医療センター附属急病診療所","医院・診療所、休日診療機関、歯科、内科、夜間診療機関"," 072-625-7799","大阪府茨木市春日３丁目１３－５",""
"西平歯科医院","歯科"," 06-6551-3500","大阪府大阪市大正区三軒家西１丁目２５－５",""
"古川歯科クリニック","歯科、歯科口腔外科、小児歯科"," 06-6395-1020","大阪府大阪市淀川区十八条２丁目７－４",""
"寺尾歯科医院","矯正歯科、歯科、歯科口腔外科"," 06-6475-3038","大阪府大阪市西淀川区出来島１丁目５－２２",""
"恒久会歯科医院","歯科、小児歯科"," 072-224-1181","大阪府堺市堺区戎島町４丁４５－１",""
"多田歯科医院","矯正歯科、歯科"," 072-724-5543","大阪府箕面市牧落３丁目１３－３３－２０５",""
"杉原歯科医院","歯科"," 06-6682-7719","大阪府大阪市住之江区御崎４丁目１０－４",""
"岡本歯科医院","矯正歯科、歯科"," 06-6945-1755","大阪府大阪市中央区谷町１丁目６－８",""
"かねひら歯科","歯科、小児歯科"," 06-6797-2223","大阪府大阪市東住吉区湯里５丁目１９－１２",""
"西川歯科医院","歯科"," 06-6692-7086","大阪府大阪市東住吉区東田辺３丁目２０－３",""
"どい歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-965-2550","大阪府東大阪市中新開２丁目６－３１－１Ｆ",""
"あしだ歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-831-6480","大阪府寝屋川市香里南之町３６－３４－１０１",""
"慶元歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6654-6480","大阪府大阪市阿倍野区昭和町５丁目１２－１６",""
"医療法人かのう歯科","歯科、歯科口腔外科、小児歯科"," 0721-50-2525","大阪府河内長野市小山田町３０７９－２１",""
"はなぶさ歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6975-6480","大阪府大阪市東成区東小橋１丁目１－２３－１Ｆ",""
"くしま矯正歯科","矯正歯科、歯科、小児歯科"," 06-6628-8148","大阪府大阪市阿倍野区昭和町１丁目２１－２２－４Ｆ",""
"いどうじ歯科","歯科"," 072-972-4182","大阪府柏原市上市３丁目１０－１３",""
"のだファミリー歯科","歯科、歯科口腔外科、小児歯科"," 06-6380-4180","大阪府吹田市岸部中３丁目１３－６",""
"中長デンタルオフィス","矯正歯科、歯科、歯科口腔外科"," 06-6353-4618","大阪府大阪市北区天神橋２丁目３－８－１Ｆ",""
"タミヤ歯科クリニック","歯科、小児歯科"," 072-991-5678","大阪府八尾市久宝寺４丁目１－３１",""
"磯和歯科医院","歯科"," 072-881-3614","大阪府門真市常称寺町２７－１６",""
"さかなか歯科","歯科、歯科口腔外科、小児歯科"," 072-267-4358","大阪府堺市北区北花田町３丁１８－７－１０２",""
"田幡歯科医院","歯科"," 06-4702-8241","大阪府大阪市住之江区新北島３丁目２－２６",""
"西谷歯科医院","歯科"," 072-695-1302","大阪府高槻市赤大路町３３－１６",""
"島津歯科","矯正歯科、歯科"," 06-6709-4876","大阪府大阪市平野区喜連５丁目１－４３",""
"ひめの歯科","矯正歯科、歯科、小児歯科"," 06-6152-0777","大阪府豊中市緑丘４丁目３９－６",""
"さきた歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6160-1010","大阪府大阪市東淀川区下新庄５丁目２－１９",""
"ふくだ歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6624-4180","大阪府大阪市阿倍野区阪南町５丁目１７－４－２Ｆ",""
"岩谷歯科クリニック","歯科、小児歯科"," 072-466-6480","大阪府泉南郡田尻町嘉祥寺６５７－３",""
"好田矯正歯科","矯正歯科、歯科"," 072-620-6048","大阪府茨木市駅前１丁目２－２４",""
"やました歯科","歯科"," 06-6932-1789","大阪府大阪市城東区古市１丁目７－１２",""
"芝野歯科クリニック","歯科口腔外科"," 06-6769-8241","大阪府大阪市平野区平野西５丁目５－１６",""
"望月歯科","歯科、歯科口腔外科、小児歯科"," 072-893-8087","大阪府交野市私部３丁目１８－３","http://www.citydo.com/prf/osaka/guide/sg/340000968.html"
"岡田歯科クリニック","矯正歯科、歯科、小児歯科"," 072-925-1888","大阪府八尾市西山本町１丁目６－６",""
"レーザーホワイトクリニック大阪","歯科、デンタルドック"," 06-6203-6397","大阪府大阪市中央区伏見町３丁目２－１２",""
"橋本歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6605-8148","大阪府大阪市住吉区我孫子西２丁目２－１９",""
"アップル歯科","歯科、小児歯科"," 072-469-0648","大阪府泉佐野市鶴原１５０６－１",""
"岩狭歯科","歯科、歯科口腔外科、小児歯科"," 06-6252-5487","大阪府大阪市中央区東心斎橋１丁目１１－１１",""
"寺井矯正歯科クリニック","矯正歯科"," 06-6379-6446","大阪府大阪市東淀川区瑞光１丁目４－１－２Ｆ","http://www.terai-ortho.com"
"あさもと歯科","歯科、歯科口腔外科、小児歯科"," 072-426-2653","大阪府貝塚市半田１丁目１６－３","http://www.asamotoshika.com/"
"オギス歯科","歯科"," 072-623-2769","大阪府茨木市駅前１丁目３－１６",""
"とみや歯科診療所","歯科、歯科口腔外科、小児歯科"," 06-6556-1038","大阪府大阪市大正区三軒家西２丁目１８－５－３Ｆ",""
"堤歯科","歯科、小児歯科"," 06-6720-5151","大阪府東大阪市大蓮東３丁目１６－６",""
"酒匂歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6961-2977","大阪府大阪市鶴見区放出東３丁目２２－２２",""
"みはらだい歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-293-1000","大阪府堺市南区三原台１丁２－３",""
"岡田歯科医院","歯科"," 06-6393-8144","大阪府大阪市淀川区新高３丁目９－１４",""
"ひょうたんやまヒロ歯科","歯科、歯科口腔外科、小児歯科"," 072-968-8148","大阪府東大阪市瓢箪山町１－３０－１Ｆ",""
"代田歯科医院","歯科"," 06-6674-0166","大阪府大阪市住吉区長峡町２－４",""
"Ｔ’ｓＤｅｎｔａｌＣｌｉｎｉｃ","歯科、小児歯科"," 06-6675-4182","大阪府大阪市住之江区粉浜１丁目１－３２－２Ｆ",""
"中原歯科医院","歯科、小児歯科"," 072-961-0120","大阪府東大阪市岩田町４丁目９－３",""
"竹内矯正歯科医院","矯正歯科、歯科"," 072-252-8148","大阪府堺市北区中百舌鳥町４丁８２－１",""
"医療法人翔己会南茨木プラザ歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-657-0077","大阪府茨木市東奈良３丁目１４－１０",""
"本町御堂歯科","歯科、歯科口腔外科"," 06-6261-9950","大阪府大阪市中央区本町３丁目５－７",""
"いけおか歯科医院","矯正歯科、歯科、小児歯科"," 072-321-2010","大阪府松原市上田５丁目１１－３４",""
"あらかわ歯科・矯正歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6387-8201","大阪府吹田市千里山東１丁目６－１６－１０６",""
"浅香歯科医院","歯科、小児歯科"," 06-6965-2670","大阪府大阪市鶴見区放出東３丁目３１－３３",""
"うちの歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6705-4618","大阪府大阪市平野区喜連西４丁目７－１９",""
"あべの歯科クリニック","休日診療機関、矯正歯科、歯科、小児歯科"," 06-6622-1873","大阪府大阪市阿倍野区阿倍野元町５－１",""
"たまき歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 0721-56-8181","大阪府河内長野市楠町東１６８１－３",""
"医療法人たんぽぽ会歯科みと院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6730-9111","大阪府東大阪市友井３丁目７－２２",""
"なかもずデンタルプレシャス","歯科、小児歯科"," 072-251-0418","大阪府堺市北区中百舌鳥町２丁２０",""
"江藤歯科新大阪診療所","矯正歯科、歯科、歯科口腔外科"," 06-6392-8450","大阪府大阪市淀川区宮原４丁目３－３９","http://www.etoh-dentalclinic.com"
"医療法人岩本歯科医院","歯科"," 072-825-1781","大阪府寝屋川市萱島本町１８－１７",""
"堀歯科医院","歯科、小児歯科"," 072-238-7282","大阪府堺市堺区京町通４－２１",""
"中澤歯科クリニック","歯科、歯科口腔外科、小児歯科"," 06-6682-6480","大阪府大阪市住之江区中加賀屋１丁目２－３",""
"小川歯科医院","矯正歯科、歯科、小児歯科"," 06-6756-7310","大阪府大阪市生野区小路３丁目１－７",""
"向井歯科医院","歯科"," 06-6352-6608","大阪府大阪市北区同心２丁目１３－６",""
"てらだ歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-284-8241","大阪府大阪狭山市狭山５丁目２２４７－１",""
"たすく歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6697-7654","大阪府大阪市住吉区苅田９丁目１４－２８－１０１",""
"さぬい歯科","歯科"," 06-6577-2220","大阪府大阪市港区弁天２丁目１－８－１０３",""
"医療法人にしかわ．歯科医院みなみせんり本院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6777-2155","大阪府吹田市佐竹台２丁目５－８","https://www.nishikawa-dc.info/"
"タスクデンタルクリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6121-7896","大阪府大阪市中央区西心斎橋１丁目５－５",""
"たなか歯科クリニック","歯科"," 072-294-2020","大阪府堺市南区美木多上１３６９－１１",""
"柳田歯科","歯科"," 06-6943-7350","大阪府大阪市中央区石町２丁目１－７－１０３",""
"とやま歯科","歯科、歯科口腔外科、小児歯科"," 075-323-7811","大阪府三島郡島本町江川２丁目３－１",""
"山西歯科医院","歯科、小児歯科"," 072-276-0418","大阪府堺市西区北条町２丁２１－２８",""
"阿部歯科医院","歯科、歯科口腔外科"," 072-236-0067","大阪府堺市東区丈六１８５－３",""
"古川歯科診療所","歯科"," 06-6706-5670","大阪府大阪市平野区長吉長原１丁目１－４３－２０７",""
"日野歯科医院","矯正歯科、歯科"," 06-6243-3048","大阪府大阪市中央区西心斎橋１丁目１３－１５－３Ｆ","http://www.the118.com"
"門口歯科診療所","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-955-0470","大阪府藤井寺市藤井寺１丁目２－２６","https://www.monguchishika.com/"
"Ｏ‐Ｓｍｉｌｅきただ矯正歯科","矯正歯科、歯科"," 072-685-8008","大阪府高槻市芥川町１丁目２－Ａ－０２０１",""
"朝倉歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-625-2001","大阪府茨木市南春日丘１丁目１－１９","http://asakura-dental.com/"
"衣川歯科医院","歯科、小児歯科"," 072-675-0700","大阪府高槻市下田部町１丁目２－１０",""
"くき佐和子歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6632-8849","大阪府大阪市浪速区難波中２丁目１０－７０",""
"えがしら歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6693-4618","大阪府大阪市阿倍野区阪南町５丁目２３－１５",""
"田中歯科クリニック","歯科、歯科口腔外科、小児歯科"," 06-6460-6460","大阪府大阪市福島区吉野４丁目２５－２３",""
"松本歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6170-4184","大阪府吹田市岸部北２丁目１－２４",""
"倉松歯科医院","歯科、小児歯科"," 06-6953-6722","大阪府大阪市旭区太子橋１丁目２－２９",""
"山口歯科","歯科"," 06-6100-1418","大阪府大阪市淀川区塚本２丁目２７－８",""
"石井歯科医院","歯科"," 072-760-4618","大阪府池田市石橋３丁目６－１－１０１",""
"浅井歯科医院","歯科、歯科口腔外科、小児歯科"," 072-823-8221","大阪府寝屋川市明徳２丁目１０－１８","http://www.asaidental.com/"
"松浦歯科クリニック／音声自動予約","矯正歯科、歯科、小児歯科"," 072-246-3535","大阪府堺市北区長曽根町３０８１－２１",""
"奥歯科医院","歯科、歯科口腔外科、小児歯科"," 06-6704-6480","大阪府大阪市東住吉区湯里４丁目７－３０",""
"山田歯科医院","歯科"," 06-6971-3276","大阪府大阪市東成区中道３丁目１５－２８",""
"おおとり歯科","矯正歯科、歯科、小児歯科"," 072-275-2121","大阪府堺市西区鳳東町１丁７０－１",""
"医療法人おかだ歯科・矯正歯科","矯正歯科、歯科、小児歯科、デンタルドック"," 072-801-8001","大阪府寝屋川市仁和寺本町４丁目１０－３２",""
"ライオン橋歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6315-6480","大阪府大阪市北区西天満３丁目８－１",""
"玉井歯科医院","矯正歯科、歯科、小児歯科"," 072-848-0463","大阪府枚方市禁野本町１丁目１８－９","http://www.tamai-dental.jp/"
"田中歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-251-4182","大阪府堺市北区長曽根町３０８４－１０",""
"よこい歯科","歯科、小児歯科"," 06-6700-7585","大阪府大阪市平野区流町４丁目１２－１４",""
"山内歯科","歯科、小児歯科"," 06-6708-8686","大阪府大阪市平野区瓜破１丁目１－２３",""
"時岡歯科医院","矯正歯科、歯科、小児歯科"," 06-6752-8240","大阪府大阪市生野区新今里１丁目１３－５",""
"堀江デンタルクリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6533-7811","大阪府大阪市西区北堀江１丁目６－５－２Ｆ－Ａ",""
"スマイル歯科藤井クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6346-8844","大阪府大阪市福島区海老江２丁目１－４",""
"中尾歯科医院","歯科"," 06-6799-2503","大阪府大阪市平野区喜連６丁目７－１２",""
"すまいるデンタルクリニック","歯科"," 06-6474-4618","大阪府大阪市西淀川区佃３丁目６－１７",""
"安田歯科医院","矯正歯科、歯科、小児歯科"," 06-6461-1112","大阪府大阪市此花区四貫島２丁目３－３",""
"中山歯科","歯科"," 06-6581-6719","大阪府大阪市港区波除２丁目５－１９",""
"長堀歯科","歯科、歯科口腔外科、小児歯科"," 06-6261-0080","大阪府大阪市中央区南船場１丁目１７－１３",""
"かわかみ歯科医院","歯科"," 06-6912-6400","大阪府大阪市鶴見区徳庵１丁目１－６４",""
"いえさき歯科","矯正歯科、歯科、小児歯科"," 06-6624-4500","大阪府大阪市阿倍野区昭和町５丁目１１－６－１０１",""
"西川歯科医院","歯科"," 06-6932-2132","大阪府大阪市城東区中央１丁目１３－１３－２１５",""
"近藤歯科クリニック","歯科、小児歯科"," 06-6757-8249","大阪府大阪市生野区巽東１丁目１－３８－１０２",""
"吉村歯科医院","歯科"," 06-6322-4786","大阪府大阪市東淀川区東中島１丁目２０－１２",""
"野田阪神歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6131-7777","大阪府大阪市福島区海老江７丁目３－１６",""
"てらうち歯科","歯科"," 072-892-4182","大阪府交野市私部西１丁目６－５－１０３",""
"細井新北島歯科診療所","歯科、小児歯科"," 06-6681-0600","大阪府大阪市住之江区新北島１丁目４－１７","http://www.hosoi-dc.com/"
"安井歯科医院","歯科"," 06-6305-6416","大阪府大阪市淀川区木川東４丁目８－１９",""
"江原歯科医院","矯正歯科、歯科、歯科口腔外科"," 06-6533-3456","大阪府大阪市西区南堀江１丁目１５－１２",""
"ささき歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6765-1700","大阪府大阪市中央区松屋町３－２０－１０１",""
"林歯科医院","矯正歯科、歯科"," 06-6231-3461","大阪府大阪市中央区伏見町２丁目５－７－６Ｆ",""
"すみおか歯科クリニック","歯科、歯科口腔外科、小児歯科"," 072-236-0418","大阪府堺市東区丈六１８３－１８",""
"フカオ歯科クリニック","矯正歯科、歯科、小児歯科"," 072-841-6171","大阪府枚方市岡東町１４－４４",""
"浦上歯科クリニック","歯科、小児歯科"," 06-6661-4618","大阪府大阪市阿倍野区丸山通２丁目３－２２",""
"いわさき歯科","歯科"," 072-258-1043","大阪府堺市北区東浅香山町２丁３３７",""
"中野歯科","歯科"," 06-6793-5885","大阪府大阪市平野区加美正覚寺３丁目６－２６",""
"中島歯科医院","歯科"," 06-6473-6230","大阪府大阪市西淀川区野里１丁目３－２",""
"中野歯科医院","歯科"," 06-6383-8269","大阪府吹田市末広町２０－２４",""
"神田歯科医院","矯正歯科、歯科、小児歯科"," 0721-24-7600","大阪府富田林市本町１４－１４",""
"桐村歯科クリニック","歯科、小児歯科"," 0721-28-6362","大阪府富田林市寺池台１丁目９－６０－１Ｆ",""
"医誠会病院","アレルギー科、眼科、救急科、形成外科、外科、呼吸器外科、呼吸器内科、歯科、歯科口腔外科、耳鼻咽喉科、循環器内科、消化器外科、消化器内科、心臓血管外科、整形外科、内科、乳腺外科、脳神経外科、泌尿器科、皮膚科、病理診断科、婦人科、放射線科、リハビリテーション科"," 06-6326-1121","大阪府大阪市東淀川区菅原６丁目２－２５",""
"香川藤沢台歯科医院","歯科"," 0721-28-4533","大阪府富田林市藤沢台３丁目２－２",""
"やました歯科","歯科、歯科口腔外科、小児歯科"," 06-6473-1182","大阪府大阪市西淀川区福町２丁目５－３６",""
"ひろせ歯科医院","歯科"," 072-272-6039","大阪府堺市西区鳳南町３丁１９９－１４",""
"たろう歯科クリニック","歯科、小児歯科"," 06-4254-0418","大阪府大阪市旭区高殿４丁目７－１２",""
"西崎歯科医院","歯科"," 06-6572-4985","大阪府大阪市港区田中１丁目１３－１８",""
"宮川桜道歯科医院","歯科"," 072-261-7595","大阪府堺市西区浜寺元町１丁４",""
"梅垣歯科新梅田シティ診療所","矯正歯科、歯科、歯科口腔外科"," 06-6453-6838","大阪府大阪市北区大淀中１丁目１－８８",""
"医療法人開成会ハシモトデンタルオフィス","矯正歯科、歯科、歯科口腔外科"," 06-6449-1182","大阪府大阪市西区土佐堀１丁目３－７","http://www.hdo.jp/"
"広石歯科医院","矯正歯科、歯科、小児歯科"," 06-6768-2306","大阪府大阪市天王寺区味原本町１２－１２","https://www.hiroishidental.com/"
"おおにし歯科クリニック","矯正歯科、歯科、小児歯科"," 072-841-4182","大阪府枚方市岡東町１３－２２","http://onishi-dc.net/"
"森田歯科医院","歯科、小児歯科"," 072-997-2468","大阪府八尾市上之島町北２丁目２５",""
"ハート小児歯科","歯科、小児歯科"," 072-986-1188","大阪府東大阪市西石切町１丁目１１－３０",""
"タニオ歯科クリニック","歯科"," 06-6265-1184","大阪府大阪市中央区南船場２丁目４－１",""
"まんごく歯科医院","歯科"," 06-6841-1182","大阪府豊中市蛍池東町４丁目４－２４",""
"勝山歯科医院","歯科"," 06-6952-4182","大阪府大阪市旭区大宮４丁目３－２４",""
"益弘歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-971-4273","大阪府柏原市清州１丁目４－１８","http://masuhiro.net/"
"すずき歯科医院","歯科、小児歯科"," 072-458-8241","大阪府泉佐野市高松南１丁目３－５５",""
"もりわき歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-699-8466","大阪府高槻市奈佐原２丁目１１－２１","http://www.moriwaki-shika.jp/"
"山村歯科医院","歯科、歯科口腔外科、小児歯科"," 06-6629-0321","大阪府大阪市東住吉区田辺６丁目２－２",""
"佐々木歯科醫院","歯科"," 06-6233-9670","大阪府大阪市中央区道修町１丁目６－７",""
"たに歯科医院","歯科"," 072-683-3090","大阪府高槻市天神町１丁目２－３５",""
"クロカワ歯科","歯科"," 06-6791-8241","大阪府大阪市平野区加美東３丁目９－２５",""
"槙野歯科医院","歯科、歯科口腔外科、小児歯科"," 06-6791-0749","大阪府大阪市平野区平野本町２丁目６－１８",""
"かいもと歯科","歯科、歯科口腔外科、小児歯科"," 06-6730-8558","大阪府東大阪市中小阪５丁目１－１５",""
"岡崎矯正歯科","矯正歯科、歯科"," 06-6889-5855","大阪府大阪市淀川区十三東２丁目９－６","http://www.okazaki-kyousei.com/"
"福井歯科医院","歯科、小児歯科"," 072-971-5284","大阪府柏原市法善寺３丁目７－３５","https://www.fukuishika.com"
"中村歯科","歯科"," 06-6615-6180","大阪府大阪市住之江区南港北１丁目１４－１６",""
"医療法人朝田歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-632-8841","大阪府茨木市玉櫛２丁目２９－２０",""
"八木歯科クリニック","歯科、歯科口腔外科、小児歯科"," 072-228-6480","大阪府堺市堺区一条通１－２８","https://www.yagishika-clinic.com/"
"かねこ歯科医院","歯科、歯科口腔外科、小児歯科"," 072-970-6180","大阪府八尾市青山町１丁目３－３",""
"心斎橋セントラル歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6210-4682","大阪府大阪市中央区西心斎橋１丁目１０－４０",""
"右遠歯科医院茨木市駅前クリニック","歯科"," 072-622-8022","大阪府茨木市永代町７－１０－４Ｆ",""
"医療法人中村歯科医院","矯正歯科、歯科、小児歯科"," 072-835-5831","大阪府寝屋川市香里南之町３６－１",""
"いちやなぎ歯科医院","矯正歯科、歯科、小児歯科"," 072-883-8851","大阪府門真市南野口町３－１２","http://ichiyanagi.dental-office.jp/"
"ないとう歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6732-3777","大阪府東大阪市菱屋西２丁目８－９",""
"北野歯科医院","矯正歯科、歯科、小児歯科"," 072-466-5856","大阪府泉佐野市長滝１７３８－５",""
"たかはら歯科医院","矯正歯科、歯科"," 072-922-6545","大阪府八尾市中田２丁目４０５",""
"水野歯科","矯正歯科、歯科、小児歯科"," 06-6659-5885","大阪府大阪市西成区玉出西１丁目５－８",""
"ヨシナガ歯科医院","歯科、小児歯科"," 072-965-8049","大阪府東大阪市花園東町２丁目７－２８－１０１",""
"よしおか小児歯科","歯科、小児歯科"," 072-277-1184","大阪府堺市中区深井沢町３２８４","http://www.y-ped.jp/"
"淡路ＣＯＯＰ歯科","矯正歯科、歯科、小児歯科"," 06-6320-4178","大阪府大阪市東淀川区淡路４丁目３４－１１",""
"山本歯科","歯科"," 06-6584-0418","大阪府大阪市西区九条３丁目２２－１－１０２",""
"岸田歯科","矯正歯科、歯科、小児歯科"," 072-422-0234","大阪府岸和田市南町３０－３１",""
"ワハハキッズデンタルみやけ歯科","矯正歯科、歯科、小児歯科"," 06-6924-8118","大阪府大阪市都島区毛馬町１丁目１０－１－１Ｆ",""
"吹田徳洲会病院","総合病院、呼吸器外科、呼吸器内科、産婦人科、歯科口腔外科、循環器内科、消化器外科、消化器内科、神経内科、人工透析内科、心臓血管外科、内科、乳腺外科、脳神経外科、泌尿器科、放射線科、リハビリテーション科"," 06-6878-1110","大阪府吹田市千里丘西２１－１",""
"大野歯科","歯科、歯科口腔外科"," 06-6362-0648","大阪府大阪市北区太融寺町５－８",""
"医療法人志清会清水歯科医院","歯科、歯科口腔外科、小児歯科"," 072-876-8801","大阪府四條畷市岡山２丁目１－７０","http://shimizu-dental.org/"
"安賀歯科クリニック","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6202-8020","大阪府大阪市中央区今橋４丁目３－２２",""
"筒井歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6208-1820","大阪府大阪市中央区今橋１丁目８－１４－３Ｆ",""
"大野歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-994-0008","大阪府八尾市本町６丁目１０－８",""
"朝倉クリニック歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-626-2006","大阪府茨木市駅前４丁目３－２６",""
"つじもと歯科・小児歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6676-3456","大阪府大阪市住之江区粉浜西１丁目１－１６－１０３",""
"寺浦歯科医院","歯科、歯科口腔外科"," 06-6261-0118","大阪府大阪市中央区博労町２丁目２－２",""
"たくま歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-484-1174","大阪府泉南市信達市場４２５－８",""
"堀内歯科医院","歯科"," 072-641-3180","大阪府茨木市南安威２丁目１－２１",""
"のざき歯科","歯科、小児歯科"," 072-960-2611","大阪府東大阪市吉田本町３丁目５－４",""
"かわさき歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-4252-4618","大阪府門真市石原町４４－５",""
"木下歯科医院","矯正歯科、歯科、小児歯科"," 06-6376-4477","大阪府大阪市北区本庄東１丁目２１－１６",""
"ほりかわ歯科クリニック","歯科、歯科口腔外科、小児歯科"," 06-6796-8618","大阪府大阪市東住吉区北田辺４丁目１５－１３",""
"さくらファミリー歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6225-8341","大阪府大阪市福島区福島７丁目１７－１１",""
"そりまち歯科医院","歯科、小児歯科"," 06-6855-3020","大阪府豊中市西緑丘１丁目６－１６",""
"辻田歯科医院","歯科、デンタルドック"," 06-6991-0225","大阪府守口市寺内町１丁目１１－１８",""
"和田歯科医院","歯科、歯科口腔外科、小児歯科"," 06-6932-1108","大阪府大阪市城東区蒲生１丁目１２－１０－１０１","http://mfit300.com/wada-dental/"
"かねだ歯科クリニック","歯科、歯科口腔外科、小児歯科"," 072-337-5588","大阪府松原市天美東７丁目１０－２０－１Ｆ","http://www.kaneda.dental"
"いまの歯科診療所","歯科、小児歯科"," 072-285-1188","大阪府堺市東区日置荘原寺町２６－１３",""
"麻野歯科医院","歯科、小児歯科"," 0725-46-0002","大阪府和泉市黒鳥町１丁目１８－１４","https://www.asanoshikacl.com/"
"医療法人マインド会吉川満里子歯科医院","矯正歯科、歯科"," 06-6704-0648","大阪府大阪市平野区瓜破２丁目１－１３",""
"酒井歯科医院","歯科"," 06-6632-0297","大阪府大阪市西成区鶴見橋１丁目１７－２４",""
"坂本歯科医院","歯科"," 072-637-5671","大阪府茨木市真砂２丁目１６－１９",""
"ノダ・砂野歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-635-4108","大阪府茨木市鮎川２丁目３１－１５",""
"うえだ歯科医院","矯正歯科、歯科、歯科口腔外科、小児歯科"," 072-441-4618","大阪府岸和田市尾生町５丁目３－４８",""
"なかの歯科","歯科、歯科口腔外科、小児歯科"," 06-6881-6800","大阪府大阪市北区池田町１６－６－１０３",""
"やました歯科","歯科、小児歯科"," 06-6952-0595","大阪府大阪市旭区中宮１丁目１２－２５",""
"なかざわ歯科","歯科、小児歯科"," 072-230-1884","大阪府堺市中区大野芝町２４０－８",""
"柳原歯科医院","歯科、小児歯科"," 06-6301-4549","大阪府大阪市淀川区塚本２丁目２８－１６","https://yanagihara-dental.com/"
"医療法人増田歯科","歯科"," 072-238-5151","大阪府堺市堺区三国ヶ丘御幸通５９",""
"ふじた歯科","矯正歯科、歯科、歯科口腔外科、小児歯科"," 06-6873-5777","大阪府吹田市古江台４丁目２－６０－４０１","http://www.fujitadc.com/"
"なんば歯科クリニック","歯科、小児歯科"," 06-6682-8148","大阪府大阪市住之江区東加賀屋１丁目１１－２１－１Ｆ－Ｂ",""
"池田歯科医院","歯科"," 072-752-6404","大阪府池田市神田１丁目１７－１３",""
"宮腰歯科医院","歯科、歯科口腔外科"," 072-860-0167","大阪府枚方市香里ケ丘１２丁目２３－５",""
"原歯科医院","歯科"," 06-6562-7764","大阪府大阪市浪速区桜川１丁目１－１０",""
"田中歯科","歯科"," 072-362-1800","大阪府堺市美原区阿弥１９－１０",""
"ジョイファミリー歯科大土","歯科、小児歯科"," 072-337-8855","大阪府松原市上田２丁目５－２１",""
